id,0.0,primary_type,additional_type(s),Neuropils,preference
720575940626319902,1,CB1881,,,
720575940626322746,4,AVLP420_a,AVLP427,,
720575940626323185,1,CB1142,,,
720575940626323911,1,WED033,,,
720575940626324755,8,LPLC1,,,
720575940626326018,2,CB1017,,,
720575940626326035,4,CB1460,,,
720575940626326858,8,CB2674,,,
720575940626327720,7,BM_vOcci_vPoOr,,,
720575940626328707,3,DNae001,"DNa01, aSP3",,
720575940626333000,3,CB1087,,,
720575940626333971,3,AN_IPS_GNG_3,,,
720575940626336137,6,CB3407,,,
720575940626336328,6,CB2625,,,
720575940626336784,3,SA_DMT_ADMN_11,,,
720575940626337082,3,SMP469b,SMP469,,
720575940626337479,5,CB1597,,,
720575940626338148,1,CB1439,,,
720575940626339130,6,AN_AVLP_GNG_1,,,
720575940626339405,8,LT57,,,
720575940626341253,1,WED153,,,
720575940626342666,2,LC15,,,
720575940626347027,2,AVLP555,,,
720575940626347778,2,CB3040,,,
720575940626348106,5,CB2968,,,
720575940626348218,8,PVLP118,,,
720575940626348298,8,CB2395,,,
720575940626348560,1,SA_DMT_ADMN_5,,,
720575940626351108,8,LC17,,,
720575940626352009,2,PVLP004,PVLP005,,
720575940626352138,8,CB3525,,,
720575940626355077,8,LC6,,,
720575940626357009,1,CB3758,,,
720575940626357865,1,SA_DMT_ADMN_5,,,
720575940626359368,1,CB1438,,,
720575940626360836,7,BM_InOm,,,
720575940626363261,3,LAL127,,,
720575940626367625,8,PLP191b,"PLP192b, PLP191, PLP192",,
720575940626369944,1,SAD007,,,
720575940626371465,2,LC16,,,
720575940626372113,6,CB1447,,,
720575940626372733,2,CB2100,,,
720575940626374040,7,BM_InOm,,,
720575940626375164,5,m_NSC_DMS,"PI, PI1, PI2, PI3, IPC",,
720575940626375172,2,LPLC2,,,
720575940626376478,2,AVLP081,,,
720575940626376600,5,CB3438,,,
720575940626376990,1,CB2384,,,
720575940626377349,1,DNg02_g,,,
720575940626378824,6,CB2130,,,
720575940626381882,1,CB1948,,,
720575940626382473,8,SLP160,,,
720575940626383635,1,CB2675,,,
720575940626384200,2,LPLC2,,,
720575940626384913,6,CB0955,,,
720575940626386025,5,CB1131,,,
720575940626387130,26,MTe53,MC62,,
720575940626390018,5,CB2388,"VP2+Z_lvPN, Z_lvPNm1",,
720575940626391562,1,CB3739,,,
720575940626393361,8,CB0829,,,
720575940626394114,8,AN_multi_69,,,
720575940626394249,1,WED040,,,
720575940626394767,6,CB3590,,,
720575940626395166,1,PLP071,,,
720575940626395652,2,LC12,,,
720575940626396809,6,CB1380,,,
720575940626397256,7,BM_InOm,,,
720575940626397258,8,LC9,,,
720575940626398601,1,CB2621,,,
720575940626399588,3,DNg12_d,,,
720575940626400077,2,AVLP219c,AVLP219,,
720575940626400125,3,VES050,,,
720575940626401380,1,CB3320,,,
720575940626401552,6,CB1380,AVLP_pr05,,
720575940626402376,7,BM_InOm,,,
720575940626404173,2,MTe54,MC62,,
720575940626404337,1,WED072,,,
720575940626404429,1,AN_AMMC_SAD_1,,,
720575940626405448,1,CB1978,,,
720575940626406552,7,BM_InOm,,,
720575940626406916,7,BM_InOm,,,
720575940626408073,3,PS038b,PS038,,
720575940626412298,1,CB3150,,,
720575940626412563,2,SMP202,,,
720575940626413370,1,CB3188,,,
720575940626414279,2,LPLC2,,,
720575940626415080,1,WED032,,,
720575940626415121,2,LC21,,,
720575940626415620,1,WED161,,,
720575940626416145,8,LC6,,,
720575940626417801,8,aSP-f4,,,
720575940626417997,3,CB1435,,,
720575940626418509,3,CB0647,hb-1914171250,,
720575940626420220,3,CB1785,,,
720575940626422513,1,WED032,,,
720575940626426823,6,AN_AVLP_53,,,
720575940626427529,8,AVLP300_a,,,
720575940626430077,8,CL086_c,,,
720575940626430280,1,CB3649,,,
720575940626433881,3,SAD085,,,
720575940626434033,8,AVLP322,,,
720575940626434314,2,LC12,,,
720575940626436126,2,CB2604,,,
720575940626441003,8,AVLP458,,,
720575940626444051,5,AN_GNG_FLA_1,,,
720575940626445852,2,CB0040,,,
720575940626447848,8,LPLC2,,,
720575940626451081,8,LC9,,,
720575940626451088,8,CL099a,CL099,,
720575940626452120,2,CL130,,,
720575940626453337,7,BM_InOm,,,
720575940626454361,7,BM_InOm,,,
720575940626456081,5,CB2065,,,
720575940626456330,8,LC9,,,
720575940626456582,5,CB3658,,,
720575940626457221,5,SLP345,,,
720575940626457406,3,VS5,VS,,
720575940626462014,1,AN_multi_28,PS299,,
720575940626462184,2,LC16,,,
720575940626463570,8,LC16,,,
720575940626464199,4,CB2404,,,
720575940626465096,8,SMP029,aDN,,
720575940626465352,1,CB0979,,,
720575940626465542,8,PVLP006,,,
720575940626465661,2,AVLP232,,,
720575940626468178,5,CB0176,,,
720575940626471185,5,TPMN,,,
720575940626471957,1,PFL1,,,
720575940626472721,7,BM_dPoOr,,,
720575940626472979,8,AVLP266,,,
720575940626475653,1,,,,
720575940626475858,2,LC9,,,
720575940626476305,5,CB3632,,,
720575940626476572,7,CB1729,,,
720575940626476810,2,LC12,,,
720575940626477498,3,VS1,VS,,
720575940626481257,1,WED146b,WED146,,
720575940626482813,2,CB1765,,,
720575940626483985,5,TPMN,,,
720575940626484057,2,CB1491,,,
720575940626484523,1,SA_DMT_ADMN_3,,,
720575940626488914,8,LC18,,,
720575940626492858,2,LC12,,,
720575940626494089,2,LC17,,,
720575940626494210,3,SA_DMT_DMetaN_9,,,
720575940626494722,3,AN_GNG_203,,,
720575940626495746,5,CB0419,,,
720575940626497286,12,MTe28,,,
720575940626498566,3,CB0492,,,
720575940626498898,2,LC17,,,
720575940626500362,1,CB3696,,,
720575940626504752,8,CL086_a,CL086_d,,
720575940626505349,39,LC10a,LC10,,
720575940626505551,3,AN_GNG_187,,,
720575940626507346,5,CB0422,,,
720575940626507408,8,LPLC1,,,
720575940626510090,2,LC24,,,
720575940626510169,2,AVLP030,,,
720575940626510869,8,LPLC1,,,
720575940626514920,7,BM_InOm,,,
720575940626517129,8,LC16,,,
720575940626518474,5,SMP298,,,
720575940626520305,1,PS209,,,
720575940626520402,5,,,,
720575940626522000,8,MTe54,MC62,,
720575940626522155,6,AVLP305,,,
720575940626522440,8,LC22,,,
720575940626522620,1,JO-A,,,
720575940626522910,7,labial_nerve_sensory_descending,,,
720575940626524702,3,DNg71,,,
720575940626524805,1,JO-E,,,
720575940626527055,7,DNg12_e,,,
720575940626527314,3,PS054,,,
720575940626528252,5,CB0503,,,
720575940626531177,1,CB3064,,,
720575940626533634,8,AN_multi_62,,,
720575940626533642,7,BM_InOm,,,
720575940626535973,3,PLP096,,,
720575940626536720,1,CB1138,,,
720575940626537008,1,CB3648,,,
720575940626537468,12,APDN3,"LMTe01, CL125",,
720575940626538000,1,SAD005,SAD006,,
720575940626538256,1,WED004,,,
720575940626538492,8,CL086_a,CL086_d,,
720575940626540743,3,cL01,,,
720575940626540821,1,JO-EVL,,,
720575940626541809,4,CB1885,,,
720575940626542985,2,LC16,,,
720575940626543768,1,JO-E,,,
720575940626544210,2,AVLP558,,,
720575940626544521,8,CB2530,,,
720575940626545410,3,AN_GNG_IPS_6,,,
720575940626545922,5,CB3254,,,
720575940626548605,3,cL01,,,
720575940626551707,1,SA_DMT_ADMN_1,,,
720575940626552597,1,CB2322,,,
720575940626553596,8,LC4,,,
720575940626554856,7,BM_InOm,,,
720575940626555153,5,CB2242,,,
720575940626555184,1,CB1202,,,
720575940626555440,1,CB0478,,,
720575940626556521,2,CB2481,,,
720575940626557186,5,CB0906,,,
720575940626557436,7,BM_InOm,,,
720575940626557442,5,DNge173,,,
720575940626557995,1,JO-DP,,,
720575940626559055,3,,,,
720575940626559490,5,CB1376,,,
720575940626562409,8,PVLP080a,PVLP080,,
720575940626562570,1,CB1078,"B1-1, aPN1",B1,pulse
720575940626562833,2,DNp66,AVLP499,,
720575940626564337,8,CB2376,,,
720575940626565455,1,JO-EDC,,,
720575940626565528,8,CRE079,,,
720575940626566931,2,LC9,,,
720575940626567178,31,CRE103a,CRE103,,
720575940626567701,5,CB0489,,,
720575940626568235,2,CB3002,"AVLP_pr31, aIP2",,
720575940626569554,8,AN_AVLP_PVLP_6,,,
720575940626570242,7,,,,
720575940626570648,7,JO-F,,,
720575940626571578,2,AVLP486,,,
720575940626571602,7,SMP168,,,
720575940626572802,5,VESa2_H04,SAD071,,
720575940626573585,1,,,,
720575940626574108,7,BM_Hau,,,
720575940626574504,6,AN_AVLP_51,,,
720575940626575997,1,WED125,,,
720575940626576892,7,BM_InOm,,,
720575940626577425,2,CB2316,,,
720575940626577490,2,LC26,,,
720575940626579333,8,AVLP297,,,
720575940626579466,8,AVLP011,"AVLP012, aSP6",,
720575940626580721,2,PLP191b,"PLP192b, PLP191, PLP192",,
720575940626580794,1,DNge089,,,
720575940626582095,3,AN_GNG_135,,,
720575940626583056,8,CB0352,PVLP_pr03,PVLP_pr03,intermediate
720575940626583836,5,CB3242,,,
720575940626587921,1,WED128,WED129,,
720575940626591619,5,SLP285,,,
720575940626591875,6,PVLP122a,PVLP122,,
720575940626592387,1,CB1231,,,
720575940626594447,2,LC9,,,
720575940626598233,3,CL210,,,
720575940626601745,1,CB1055,,,
720575940626603539,8,LC21,,,
720575940626605200,1,LC4,,,
720575940626606211,1,JO-E,,,
720575940626607930,8,aSP-f3,,,
720575940626608401,1,,,,
720575940626608719,3,PS081,PS085,,
720575940626609234,3,LAL165,,,
720575940626611026,8,LC16,,,
720575940626612888,1,CB2034,aSP18,,
720575940626613609,8,LC9,,,
720575940626617084,2,LPLC2,,,
720575940626617914,8,CB2145,,,
720575940626618000,7,CB0988,,,
720575940626619785,1,CB2792,,,
720575940626620913,1,CB1222,,,
720575940626621317,3,AN_IPS_GNG_7,,,
720575940626622339,5,AN_GNG_PRW_4,,,
720575940626623387,3,,,,
720575940626624488,2,AVLP298,,,
720575940626625179,3,AN_GNG_22,,,
720575940626625546,3,AN_multi_43,,,
720575940626625813,5,CB0277,,,
720575940626625822,7,BM_vOcci_vPoOr,,,
720575940626626597,5,CB0896,,,
720575940626626895,1,LC4,,,
720575940626626949,3,,,,
720575940626627580,7,BM_vOcci_vPoOr,,,
720575940626628507,3,,,,
720575940626628629,1,WED018,,,
720575940626630641,8,CB1549,,,
720575940626630693,1,LPT48_vCal3,,,
720575940626631754,5,CB0667,hb-2062789026,,
720575940626635855,2,AVLP300_b,,,
720575940626637128,3,LNO1,,,
720575940626638108,3,CB3022,,,
720575940626639259,3,DNg10,,,
720575940626641916,1,CB3275,,,
720575940626642705,1,CB3064,,,
720575940626644679,7,BM_InOm,,,
720575940626645434,8,AVLP559a,AVLP559,,
720575940626646787,7,BM_Ant,,,
720575940626648463,6,CB0955,,,
720575940626648606,7,BM_InOm,,,
720575940626648634,2,AN_GNG_61,,,
720575940626649084,7,BM_InOm,,,
720575940626649832,8,LC17,,,
720575940626649860,8,PLP158,,,
720575940626650108,7,BM_InOm,,,
720575940626650118,4,CB3042,,,
720575940626650776,1,VP2+VC5_l2PN,,,
720575940626650890,1,LAL114,,,
720575940626651691,6,AN_AVLP_11,,,
720575940626654041,1,LAL185,pIP11,,
720575940626654107,3,AN_GNG_159,,,
720575940626655311,6,,,,
720575940626656010,3,SIP025,,,
720575940626656531,1,CB1265,,,
720575940626661382,6,CB3186,,,
720575940626661704,8,LPLC1,,,
720575940626662673,2,SLP188,,,
720575940626663178,8,AVLP220,,,
720575940626663187,2,AN_AVLP_GNG_7,,,
720575940626663953,2,AVLP340,,,
720575940626663994,3,DNg36_a,,,
720575940626664235,3,AN_GNG_32,,,
720575940626664553,8,CL271,,,
720575940626664956,6,CB3099,,,
720575940626665489,3,DNpe054,DNp16/17,,
720575940626666066,1,JO-EDM,,,
720575940626666515,6,,,,
720575940626667270,2,LPLC1,,,
720575940626667663,5,CB2265,,,
720575940626667772,2,LC11,,,
720575940626668218,5,CB0097,,,
720575940626669114,2,LC6,,,
720575940626669355,3,AN_GNG_VES_5,,,
720575940626670491,2,CB1573,,,
720575940626670650,8,PVLP006,,,
720575940626670869,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940626671016,3,CB3037,,,
720575940626671114,8,SLP122,,,
720575940626672058,7,DNge056,,,
720575940626672314,7,CB0497,,,
720575940626673490,1,JO-mz,,,
720575940626674182,5,LB3,,,
720575940626675305,1,CB2834,,,
720575940626675837,8,VP1d+VP4_l2PN2,,,
720575940626677097,8,PVLP074,,,
720575940626678524,1,CB2351,,,
720575940626679317,7,,,,
720575940626679824,8,AVLP219a,AVLP219,,
720575940626682129,4,AVLP509,,,
720575940626682682,1,MZ_lvPN,,,
720575940626684488,8,LC18,,,
720575940626685962,1,PLP123,,,
720575940626686282,3,CB2190,,,
720575940626688079,1,PLP101,PLP102,,
720575940626690120,7,BM_Vib,,,
720575940626690334,8,CB3359,,,
720575940626691334,1,CB2015,,,
720575940626692355,2,CB0813,,,
720575940626693130,1,PS057,,,
720575940626693245,8,AVLP312b,AVLP312,,
720575940626693894,1,JO-B,,,
720575940626694218,1,CB3102,,,
720575940626695196,2,LC21,,,
720575940626695452,2,CB1973,,,
720575940626695708,2,PLP182,,,
720575940626701886,2,LC44,,,
720575940626703241,5,,,,
720575940626705029,1,CB3058,pIP13,,
720575940626705497,5,CB2606,,,
720575940626705508,8,LC12,,,
720575940626705746,1,CB2417,,,
720575940626708523,8,SLP467a,SLP467,,
720575940626710727,3,CB1479,,,
720575940626716401,8,LC12,,,
720575940626716464,6,CB3503,,,
720575940626717201,8,LC18,,,
720575940626717461,2,CB3287,,,
720575940626717573,3,LAL126,,,
720575940626717712,1,CB1762,aIP2,,
720575940626718993,8,AVLP219c,AVLP219,,
720575940626719013,2,CB1002,,,
720575940626719101,6,JO-CA,,,
720575940626719621,3,AN_VES_GNG_5,,,
720575940626720072,2,LC6,,,
720575940626721608,2,LC25,,,
720575940626721881,2,LPLC1,,,
720575940626726021,1,JO-B,,,
720575940626726458,3,,,,
720575940626727301,3,AN_multi_73,,,
720575940626728323,3,AN_VES_WED_3,,,
720575940626728700,1,CB1464,,,
720575940626729295,1,DNg07,,,
720575940626730115,3,CB1077,,,
720575940626730127,8,LC11,,,
720575940626730270,1,CB2205,,,
720575940626730883,3,DNg97,,,
720575940626732776,1,DNg08_a,,,
720575940626733736,8,PLP158,,,
720575940626733882,2,AVLP026,,,
720575940626733967,7,BM_Taste,,,
720575940626735016,8,LPLC2,,,
720575940626735100,5,CB0840,,,
720575940626735503,8,LC18,,,
720575940626738565,1,PLP228,,,
720575940626740938,1,WED174,,,
720575940626741013,1,CB3796,,,
720575940626741265,1,JO-B,,,
720575940626741379,3,CB0128,,,
720575940626741552,3,OA-VUMa5,,,
720575940626741962,1,CB1322,,,
720575940626742288,1,WED146b,WED146,,
720575940626742532,5,CB3403,,,
720575940626742769,2,LC16,,,
720575940626744838,2,CB1618,,,
720575940626745193,8,CB2185,,,
720575940626745387,1,CB3552,,,
720575940626745392,8,LPLC2,,,
720575940626745487,1,PLP025b,PLP025,,
720575940626745987,1,DNg07,,,
720575940626748072,1,CB2950,,,
720575940626748232,1,JO-E,,,
720575940626748702,1,DNge089,,,
720575940626749061,2,LTe13,,,
720575940626750723,5,AN_FLA_PRW_2,,,
720575940626752655,2,LC12,,,
720575940626753809,1,JO-E,,,
720575940626754192,5,aSP-g3A,,,
720575940626754409,8,AVLP393,AVLP395,,
720575940626755673,12,DN1a,,,
720575940626759780,8,LC15,,,
720575940626760600,5,AN_multi_117,,,
720575940626765913,3,TmY14,,,
720575940626767152,5,,,,
720575940626768442,3,AN_multi_105,hb-706176085,,
720575940626770258,8,PVLP133,,,
720575940626773009,7,BM_InOm,,,
720575940626773523,8,PLP132,,,
720575940626774037,8,CB2458,AVLP_pr11,,
720575940626774827,1,CB3865,,,
720575940626774863,1,CB3201,,,
720575940626775824,5,SMP285,pMP5-pCd2,,
720575940626777000,1,WED026,IPS_pr01,,
720575940626780222,5,CB3615,,,
720575940626781514,1,SIP020,,,
720575940626781565,2,AVLP322,,,
720575940626783065,2,AVLP016,,,
720575940626784137,1,CB0989,,,
720575940626784533,8,AVLP299_a,,,
720575940626784868,3,SAD010,,,
720575940626787172,1,CB1213,,,
720575940626789392,1,PLP150c,PLP150,,
720575940626791964,3,,,,
720575940626793831,8,AVLP569,pC2lb,,
720575940626793861,1,WED082,,,
720575940626794314,7,BM_InOm,,,
720575940626795909,1,JO-EVM,,,
720575940626796456,8,LC11,,,
720575940626797384,3,SMP461,,,
720575940626798101,1,CB3581,,B1,pulse
720575940626798479,2,LC18,,,
720575940626798736,5,CB0370,,,
720575940626799120,1,CB1394,,,
720575940626799920,1,DNg106,,,
720575940626800145,2,AVLP069,,,
720575940626800552,2,LC12,,,
720575940626802770,4,AVLP033,,,
720575940626803018,1,CB1978,,,
720575940626803599,8,CB3000,,,
720575940626803624,2,LC9,,,
720575940626804632,5,SLP285,,,
720575940626804757,6,CB1903,,,
720575940626805054,40,LMt2,CB3834,,
720575940626805147,8,CB3397,,,
720575940626805777,8,AVLP187,,,
720575940626806033,1,CB1786,,,
720575940626806046,8,DNpe039,CL306,,
720575940626806887,4,CB1207,,,
720575940626809109,5,CB0354,,,
720575940626810628,2,CB1315,,,
720575940626811153,2,LT78,,,
720575940626812218,3,CB3749,,,
720575940626812433,8,CB0929,,,
720575940626815120,3,CB0448,,,
720575940626816062,7,DNg83,,,
720575940626817284,7,BM_InOm,,,
720575940626817610,1,CB0958,,,
720575940626818085,8,PVLP141,,,
720575940626823780,2,LC25,,,
720575940626826288,5,CB0219,,,
720575940626826392,8,AVLP044b,AVLP044,,
720575940626827307,8,SIP020,,,
720575940626828292,2,CB2344,,,
720575940626828955,3,PS023b,"PS024b, PS023, PS024",,
720575940626829840,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940626831620,3,PS048b,PS048,,
720575940626832386,3,cLP03,,,
720575940626833158,7,BM_InOm,,,
720575940626833926,7,BM_InOm,,,
720575940626833994,8,CB2164,,,
720575940626834576,1,DGI,,,
720575940626834698,3,DNg12_b,,,
720575940626835146,5,CB0277,,,
720575940626835784,1,CB3648,,,
720575940626836528,8,AVLP040,,,
720575940626837764,8,CB1738,,,
720575940626838268,6,CB3029,,,
720575940626838909,8,CB0924,,,
720575940626839464,7,BM_InOm,,,
720575940626839695,2,CB3598,,,
720575940626840081,6,CB3613,,,
720575940626840368,2,CB0992,,,
720575940626840932,8,LC26,,,
720575940626841752,2,AVLP022,,,
720575940626843194,3,CB0191,,,
720575940626843536,12,l-LNv,,,
720575940626844037,1,PS161,,,
720575940626844218,3,CB2461,,,
720575940626844559,8,CB2623,AVLP_pr22,,
720575940626844815,2,LC12,,,
720575940626846919,8,CB2514,,,
720575940626847765,5,CB2353,,,
720575940626847976,2,LC11,,,
720575940626848275,8,AVLP077,,,
720575940626849030,1,CB1222,,,
720575940626849546,3,DNge019,,,
720575940626850247,3,LC41,,,
720575940626850352,8,LC12,,,
720575940626853245,1,WEDPN12,WED_pr01,,
720575940626854025,2,LHAV2g1a,LHAV2g1,,
720575940626855430,3,CB1772,,,
720575940626855529,4,CB3329,,,
720575940626856344,5,CB0467,,,
720575940626857368,7,BM_Vib,,,
720575940626858257,1,CB3537,,,
720575940626858544,3,CB0662,hb-1101708390,,
720575940626858695,3,CB0962,,,
720575940626859080,8,cL18,PLP195,,
720575940626859283,3,DNp60,"CL139, pMP12",,
720575940626860175,1,CB1098,,,
720575940626860421,5,CB0733,,,
720575940626860817,2,LC31b,LC31,,
720575940626861073,2,CB1340,,,
720575940626861104,8,AVLP477,,,
720575940626863107,8,LC31a,LC31,,
720575940626865148,2,LPLC1,,,
720575940626866691,1,SA_DMT_ADMN_5,,,
720575940626869403,8,CL062_b,AVLP_pr12,AVLP_pr12,pulse
720575940626869593,2,AVLP187,,,
720575940626870846,5,CB0736,,,
720575940626871025,1,CB0978,,,
720575940626872420,2,TmY14,,,
720575940626872932,3,cM17,PS130,,
720575940626873000,8,LPLC2,,,
720575940626873160,1,CB0091,,,
720575940626874442,2,LC44,,,
720575940626874511,8,PLP191a,"PLP192a, PLP191, PLP192",,
720575940626875529,7,BM_InOm,,,
720575940626877639,1,DNg09,,,
720575940626878120,7,BM_InOm,,,
720575940626879505,3,SMP442,,,
720575940626881625,1,JO-E,,,
720575940626883345,8,CB2298,,,
720575940626883465,2,CB1961,,,
720575940626883483,1,CB3295,WEDPN8C,,
720575940626883721,2,LHAV1b3,,,
720575940626883816,3,LAL168b,LAL168,,
720575940626885124,2,CL062_a,AVLP_pr12,AVLP_pr12,pulse
720575940626885245,2,PVLP007,,,
720575940626885757,2,,,,
720575940626885960,1,JO-B,,,
720575940626886525,6,CB2404,,,
720575940626887080,2,CB1688,aIP3,,
720575940626887198,8,CL319,,,
720575940626888250,3,DNg94,,,
720575940626889491,3,DNge124,,,
720575940626890027,11,,,,
720575940626890377,7,BM_InOm,,,
720575940626890852,5,CB0859,,,
720575940626893193,1,CB1213,,,
720575940626893882,3,PS094a,PS094,,
720575940626894394,3,AN_IPS_GNG_1,,,
720575940626901136,2,DNg40,hb-5813056435,,
720575940626901327,8,AVLP149,,,
720575940626901521,3,AN_GNG_SAD_23,,,
720575940626904296,2,CB2341,,,
720575940626906512,2,AVLP435b,AVLP435,,
720575940626907654,8,LC17,,,
720575940626909839,1,WED076,,,
720575940626910919,4,CB2595,,,
720575940626911131,2,PLP109,PLP112,,
720575940626916496,8,CB1716,,,
720575940626916936,1,LC4,,,
720575940626919144,5,CB0360,,,
720575940626919579,3,DNge017,,,
720575940626922771,7,BM_vOcci_vPoOr,,,
720575940626922810,1,CB2195,,,
720575940626925391,1,CB0986,,,
720575940626927370,6,CB3042,,,
720575940626928521,3,VS6,VS,,
720575940626928650,1,CB3416,,,
720575940626931708,1,SA_DMT_ADMN_1,,,
720575940626933002,7,BM_InOm,,,
720575940626933647,8,CB0929,,,
720575940626933959,5,BM_Taste,,,
720575940626935143,8,LC6,,,
720575940626935838,2,CB3315,,,
720575940626936324,1,DNg106,,,
720575940626937731,8,LC25,,,
720575940626938645,1,PS182,,,
720575940626939737,5,CB0728,,,
720575940626941080,5,CB0541,,,
720575940626941928,2,LC12,,,
720575940626943491,1,SAD011,SAD019,,
720575940626943518,8,CB1130,,,
720575940626944840,8,AVLP045,,,
720575940626946173,8,CB1626,,,
720575940626949513,1,JO-A,,,
720575940626951513,3,AN_multi_59,,,
720575940626952537,3,CB0481,,,
720575940626952963,8,CB1505,,,
720575940626953049,5,AN_multi_117,,,
720575940626953063,8,SMP555,"SMP556, aIPga",,
720575940626953561,5,CB2242,,,
720575940626953988,8,CB1101,,,
720575940626956008,8,AVLP282,,,
720575940626956298,7,BM_InOm,,,
720575940626956360,8,CB0800,,,
720575940626956777,7,JO-FVA,,,
720575940626958878,8,LHAV1a1,,,
720575940626960536,5,CB0022,,,
720575940626961241,5,CB0806,,,
720575940626961304,8,CB0943,,,
720575940626962709,2,AVLP157,,,
720575940626963018,2,LC17,,,
720575940626966289,1,CB2440,,,
720575940626967298,1,cLP01,,,
720575940626967399,3,,,,
720575940626968216,5,CB0020,,,
720575940626968266,3,VES003,,,
720575940626968305,8,SLP286b,SLP286,,
720575940626971803,1,SAD023,,,
720575940626972056,5,CB0070,,,
720575940626972568,5,CB1199,,,
720575940626973201,5,CB0408,,,
720575940626973700,2,LC24,,,
720575940626977067,3,CB3419,,,
720575940626977167,3,CB0755,hb-1282507669,,
720575940626977947,8,PVLP120,,,
720575940626979621,3,CT1,,,
720575940626980410,7,BM_InOm,,,
720575940626981157,5,,,,
720575940626982165,5,CB2537,,,
720575940626982181,1,DNge107,,,
720575940626983293,7,JO-F,,,
720575940626983684,5,CB0643,"hb-330998071, hb-362024428",,
720575940626983952,5,,,,
720575940626985220,2,AN_AVLP_GNG_2,,,
720575940626986877,3,AN_GNG_190,,,
720575940626988053,3,CB3177,,,
720575940626988231,7,BM_MaPa,,,
720575940626988574,5,LHCENT10,,,
720575940626989861,2,PLP114,,,
720575940626990086,1,CB1622,,,
720575940626991147,1,VP5+_l2PN,VP5+VP2_l2PN,,
720575940626992202,4,CB1903,,,
720575940626993694,3,DNge007,,,
720575940626993950,3,CB0034,,,
720575940626994122,2,LT78,,,
720575940626994453,8,CRE079,,,
720575940626995559,3,,,,
720575940626996517,8,PLP182,,,
720575940626997013,1,WEDPN8D,,,
720575940627000363,8,AVLP394,,,
720575940627000762,2,LC15,,,
720575940627001637,3,DNge013,,,
720575940627002776,3,CB0297,,,
720575940627003179,3,DNg05_b,,,
720575940627003495,1,AN_AVLP_28,,,
720575940627003847,2,LC6,,,
720575940627004190,3,CB1891,,,
720575940627004459,5,CB1199,,,
720575940627005717,1,CB1464,,,
720575940627005982,2,AVLP218b,AVLP218,,
720575940627006794,2,LC6,,,
720575940627007019,2,PVLP103,,,
720575940627008345,1,CB1622,,,
720575940627008359,3,AN_GNG_165,,,
720575940627011605,2,CL086_a,CL086_d,,
720575940627014172,8,LC11,,,
720575940627015196,3,DNg108,,,
720575940627015354,1,WED041a,WED041,,
720575940627016766,2,AVLP210,,,
720575940627019004,2,LC11,,,
720575940627020487,2,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940627021349,1,DNg06_c,,,
720575940627022824,6,AN_AVLP_52,,,
720575940627023954,7,BM_InOm,,,
720575940627026279,3,AN_GNG_166,,,
720575940627027087,1,CB1125,aSP18,,
720575940627030790,2,LC16,,,
720575940627032719,8,LC12,,,
720575940627032851,1,CB1094,,,
720575940627033918,14,cL06,,,
720575940627034703,1,CB1292,,,
720575940627034792,6,CB3322,,,
720575940627036746,5,,,,
720575940627039034,7,BM_InOm,,,
720575940627040549,5,CB1563,,,
720575940627041028,8,CB1101,,,
720575940627042308,2,LC18,,,
720575940627042622,1,LAL143,,,
720575940627044362,2,CRE104,,,
720575940627044885,3,DNge141,,,
720575940627044901,5,AN_GNG_99,,,
720575940627046010,1,JO-A,,,
720575940627046031,1,PLP172,,,
720575940627047400,5,CB0825,,,
720575940627047912,8,LC6,,,
720575940627048847,3,ExR8,,,
720575940627049731,1,JO-EVL,,,
720575940627050021,1,LTe52a,PLP105,,
720575940627055303,1,DNp53,PS169,,
720575940627057832,8,LC26,,,
720575940627060839,2,CB1888,,,
720575940627062088,5,CB0455,,,
720575940627063634,7,BM_InOm,,,
720575940627064420,6,AN_AVLP_18,,,
720575940627065672,1,CB0300,,,
720575940627065877,3,CB1028,,,
720575940627066884,8,LC16,,,
720575940627067368,4,AN_AVLP_46,,,
720575940627067847,1,AOTU032,AOTU034,,
720575940627068538,6,CB1112,,,
720575940627068772,3,cL22c,VES026,,
720575940627069416,1,LT53,PLP098,,
720575940627069699,2,PLP158,,,
720575940627069796,3,CB3111,,,
720575940627070494,3,AN_GNG_SAD_17,,,
720575940627071690,1,CB0958,,,
720575940627073768,8,CB2567,,,
720575940627073978,8,LTe59,PLP183,,
720575940627074703,1,CB0978,,,
720575940627076106,8,CB0050,,,
720575940627078650,3,,,,
720575940627079823,5,CB3239,,,
720575940627080335,8,CB1255,,,
720575940627080872,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940627081534,5,CB0746,,,
720575940627082895,2,CL340,,,
720575940627083080,3,,,,
720575940627083294,5,CB0473,,,
720575940627083397,8,PVLP150,,,
720575940627084905,8,AVLP244,,,
720575940627085199,1,JO-A,,,
720575940627086594,5,CB0035,,,
720575940627086595,3,CB1729,,,
720575940627087646,3,DNg74_b,,,
720575940627089424,2,LC12,,,
