id,0.0,primary_type,additional_type(s),Neuropils,preference
720575940627091006,8,LTe54,PLP125,,
720575940627091206,8,AVLP037,AVLP038,,
720575940627094696,3,LAL027,aSP16,,
720575940627096068,8,LAL059,,,
720575940627096232,1,CB2072,,,
720575940627096957,7,CB0010,,,
720575940627098249,1,SMPp&v1A_H01,PS111,,
720575940627099006,7,JO-F,,,
720575940627099066,2,PLP017,,,
720575940627099082,8,SMP106a,"SMP106, aSP25",,
720575940627099322,1,MTe27,,,
720575940627099338,5,DNge062,,,
720575940627100176,2,LC16,,,
720575940627100444,2,LC18,,,
720575940627101512,5,CB2526,,,
720575940627101562,4,CB3366,,,
720575940627102280,3,SAD010,,,
720575940627104649,1,JO-EVP,,,
720575940627105864,7,BM_FrOr,,,
720575940627106173,1,JO-A,,,
720575940627107271,5,,,,
720575940627107721,5,DNge036,,,
720575940627107843,6,CB1575,,,
720575940627108625,7,BM_InOm,,,
720575940627108967,1,AN_GNG_IPS_19,,,
720575940627109123,8,LC11,,,
720575940627109991,1,JO-EDM,,,
720575940627110672,5,,,,
720575940627110735,3,LAL180,,,
720575940627110824,8,AVLP315,,,
720575940627111623,2,PLP115_b,,,
720575940627111752,8,PVLP019,,,
720575940627113544,5,CB0546,,,
720575940627114499,4,AVLP550b,AVLP550,,
720575940627116547,3,LAL059,,,
720575940627116699,2,CB1256,,,
720575940627116858,5,TPMN,,,
720575940627117193,5,CB0825,,,
720575940627118282,2,CB1986,,,
720575940627118979,2,SLP189,,,
720575940627123206,3,,,,
720575940627125842,1,AN_multi_29,,,
720575940627126074,2,CB3530,,,
720575940627126354,2,CB3605,,,
720575940627126866,2,CB1236,,,
720575940627127044,6,CB1447,AVLP_pr05,,
720575940627127746,1,AOTU048,AOTU049,,
720575940627130142,2,PVLP082a,PVLP082,,
720575940627132668,1,CB3150,,,
720575940627133702,1,WEDPN6A,,,
720575940627134410,2,LC18,,,
720575940627136655,6,CB3663,,,
720575940627137223,6,AN_AVLP_41,,,
720575940627137540,3,AN_IPS_GNG_7,,,
720575940627139530,3,DNae002,"DNa04, aSP3",,
720575940627141066,2,LC6,,,
720575940627142666,1,JO-A,,,
720575940627143555,1,CB2190,,,
720575940627144138,3,LAL026,,,
720575940627146186,3,PPM1201,,,
720575940627146756,1,WED007,,,
720575940627149002,1,CB0345,,,
720575940627149723,1,PS193a,PS193,,
720575940627151356,8,CB1395,,,
720575940627153767,1,WED130,,,
720575940627157322,1,CB3799,,,
720575940627161703,8,AVLP028,,,
720575940627162450,1,LAL156b,LAL156,,
720575940627166632,1,PLP025b,PLP025,,
720575940627166851,3,DNp41,"PS294, PS295, PS298",,
720575940627167516,3,DNge065,,,
720575940627168273,5,CB3869,,,
720575940627168784,5,CB3470,,,
720575940627170759,1,PLP124,,,
720575940627171496,3,PS055,,,
720575940627172328,1,CB0958,,,
720575940627172751,7,BM_Ant,,,
720575940627172943,8,CB2090,,,
720575940627173578,8,LC43,,,
720575940627173834,1,CB1055,,,
720575940627173884,8,cLP03,,,
720575940627174090,8,LC17,,,
720575940627174247,1,CB2108,"WED-VLP, aIP5",WED-VLP,intermediate
720575940627174404,8,CB1688,aIP3,,
720575940627174673,3,PS127,,,
720575940627175445,3,AN_IPS_GNG_3,,,
720575940627175879,2,LC11,,,
720575940627176394,4,CB2178,,,
720575940627176963,8,CB1789,,,
720575940627177115,5,CB2647,,,
720575940627177359,7,BM_FrOr,,,
720575940627177800,3,AN_GNG_VES_12,,,
720575940627179270,2,LC16,,,
720575940627180561,1,CB0956,,,
720575940627180618,2,LC9,,,
720575940627181498,1,LAL017,,,
720575940627182217,5,CB0515,,,
720575940627183290,3,CB0150,,,
720575940627184427,1,CB1786,,,
720575940627184446,2,LC12,,,
720575940627185819,8,AVLP026,,,
720575940627186600,8,CB1611,,,
720575940627189071,3,CB2263,,,
720575940627189525,1,CB0390,,,
720575940627190466,1,cLP03,,,
720575940627190659,8,MTe54,,,
720575940627192337,8,LHAV1a1,,,
720575940627194174,1,cM12,IB029,,
720575940627194523,2,AVLP465b,AVLP465,,
720575940627195691,1,JO-A,,,
720575940627196435,2,CB3359,,,
720575940627197190,2,LC18,,,
720575940627197200,7,BM_InOm,,,
720575940627200004,3,AN_GNG_83,,,
720575940627201579,1,WV-WV-3,,,
720575940627204362,3,PS011,,,
720575940627206074,5,CB0771,,,
720575940627206202,3,IB069,,,
720575940627206842,8,AVLP500,,,
720575940627207823,1,PVLP033,,,
720575940627208168,2,CB3861,"AVLP551, AVLP552",,
720575940627209734,5,TPMN,,,
720575940627210502,5,CB1563,,,
720575940627210568,1,DNg79,,,
720575940627211944,6,CB2041,,,
720575940627212796,2,AVLP294,,,
720575940627216283,1,WEDPN6B,WEDPN6C,,
720575940627217410,6,CB1463,,,
720575940627218882,1,CB1948,WED_pr02,,
720575940627219272,5,,,,
720575940627221071,1,CB1750,,,
720575940627221416,1,SAD015,SAD018,,
720575940627221764,6,CB1463,,,
720575940627223036,1,CB2414,,,
720575940627223614,2,LHPV2g1,,,
720575940627223751,8,PVLP097,,,
720575940627225743,1,CB3162,,,
720575940627226450,8,AN_AVLP_GNG_13,,,
720575940627230722,7,AN_GNG_33,,,
720575940627231400,3,LAL026,,,
720575940627234069,3,DNge069,,,
720575940627235386,1,CB2556,B1,B1,pulse
720575940627236264,8,CB2905,,,
720575940627236410,8,CL267,,,
720575940627236629,3,CB0231,,,
720575940627239336,4,AN_AVLP_51,,,
720575940627239482,2,CB2659,AVLP_pr11,,
720575940627240783,1,CB2848,,,
720575940627240890,4,AVLP105,,,
720575940627243539,1,CB0979,,,
720575940627244200,5,AN_FLA_PRW_1,,,
720575940627245992,3,AN_GNG_149,,,
720575940627247802,1,5-HTPMPV03,,,
720575940627247946,4,CB0189,,,
720575940627249338,8,AVLP462b,AVLP462,,
720575940627249764,1,PLP044,,,
720575940627249911,2,AVLP381,,,
720575940627252538,8,PVLP101b,PVLP101,,
720575940627253510,1,CB1744,,,
720575940627253604,3,VES041,,,
720575940627254856,5,CB2054,,,
720575940627255811,2,LC12,,,
720575940627261114,1,CB0685,hb-825445636,,
720575940627263375,1,CB3719,B1-4,B1,pulse
720575940627263765,1,CB1786,,,
720575940627264062,1,ExR3,,,
720575940627265040,6,CB1205,,,
720575940627265265,5,LB2,,,
720575940627265274,1,VP2+VC5_l2PN,,,
720575940627269306,4,CB2132,,,
720575940627269419,8,LC12,,,
720575940627270406,7,BM_dOcci,,,
720575940627271762,1,WED121,,,
720575940627274578,5,,,,
720575940627275090,6,AVLP039,,,
720575940627275602,2,PLP058,,,
720575940627275795,5,CB0019,,,
720575940627277754,12,MeMe_e12,,,
720575940627277950,7,BM_InOm,,,
720575940627278340,3,cML02,,,
720575940627279134,8,LPLC1,,,
720575940627281594,5,VES079,,,
720575940627282279,1,JO-EDM,,,
720575940627283176,8,CL256,,,
720575940627283475,3,AN_GNG_149,,,
720575940627283756,4,CB0955,,,
720575940627284580,1,WEDPN2B,,,
720575940627285267,5,DNge174,,,
720575940627286088,3,CB0076,,,
720575940627287482,2,LC17,,,
720575940627289188,1,LMt3,CB3821,,
720575940627290108,8,CB2167,,,
720575940627290129,3,CB0082,,,
720575940627291140,8,PVLP128,,,
720575940627291368,2,CB2049,,,
720575940627291466,8,LC18,,,
720575940627293194,5,SLP248,,,
720575940627293201,3,SEZ_NSC_Hugin,Hugin-RG,,
720575940627293370,8,CL075b,CL075,,
720575940627293457,11,CB0959,,,
720575940627293483,1,WED102,WED103,,
720575940627293540,5,CB0806,,,
720575940627295631,1,CB0306,,,
720575940627295844,2,LC26,,,
720575940627296122,2,LC11,,,
720575940627297284,8,AVLP213,,,
720575940627299612,3,CB0830,,,
720575940627300627,1,CB3320,,,
720575940627300885,8,PLP052,,,
720575940627301638,6,CB3425,,,
720575940627302908,1,AN_multi_127,,,
720575940627303699,3,DNg10,,,
720575940627304266,3,CB0751,hb-1786232749,,
720575940627304424,5,AN_multi_89,,,
720575940627304963,6,JO-B,,,
720575940627306073,8,LC15,,,
720575940627306938,14,MeTu4a,"MeTu4, MC61, MC64",,
720575940627307194,8,CB3859,"AVLP551, AVLP552",,
720575940627307625,1,DNge089,,,
720575940627308828,1,CB1283,,,
720575940627309322,8,SMP580,,,
720575940627311106,1,SAD049,,,
720575940627312668,5,CB1366,,,
720575940627313180,5,AN_VES_GNG_3,,,
720575940627314009,8,LC15,,,
720575940627314088,1,JO-EVP,,,
720575940627315023,6,CB3233,,,
720575940627317507,8,LC12,,,
720575940627323676,3,PS086,,,
720575940627324162,3,SMP163,,,
720575940627326229,5,LHPV11a1,,,
720575940627327238,3,CB0113,,,
720575940627327938,7,JO-F,,,
720575940627328266,2,CB3496,,,
720575940627329579,7,BM_InOm,,,
720575940627330314,8,CB1899,,,
720575940627330566,8,AN_multi_96,,,
720575940627331560,1,AN_multi_110,,,
720575940627331940,8,AN_AVLP_GNG_7,,,
720575940627332139,7,BM_InOm,,,
720575940627332638,2,LC24,,,
720575940627332708,8,LC6,,,
720575940627333378,2,,,,
720575940627333826,3,AN_GNG_113,,,
720575940627334474,7,BM_InOm,,,
720575940627337060,2,LC15,,,
720575940627341736,1,LPT21,,,
720575940627343089,2,LC6,,,
720575940627343125,5,TPMN,,,
720575940627343868,2,AVLP303,,,
720575940627343972,2,,,,
720575940627346476,1,CB3064,,,
720575940627348712,7,AN_GNG_35,,,
720575940627349578,8,LC24,,,
720575940627350060,1,CB2449,"WED-VLP-2, aIP5",WED-VLP,intermediate
720575940627350504,1,JO-mz,,,
720575940627351543,3,cLP03,,,
720575940627354372,4,CB1476,,,
720575940627354562,2,CB2204,aIPgc,,
720575940627356072,7,BM_Taste,,,
720575940627356459,5,CB3353,,,
720575940627356495,7,BM_InOm,,,
720575940627356521,1,PS141,PS147,,
720575940627357256,7,BM_Vib,,,
720575940627357713,3,SIP024,,,
720575940627358236,1,PPM1204,PS139,,
720575940627358853,3,CB0057,,,
720575940627358961,2,LC12,,,
720575940627359107,1,LT38,,,
720575940627359109,5,CB2548,,,
720575940627359228,5,CB3809,,,
720575940627359621,5,CB2128,,,
720575940627360772,3,PS194,,,
720575940627360774,1,AN_AVLP_13,,,
720575940627362715,1,SA_DMT_ADMN_11,,,
720575940627363687,8,CB3269,AVLP_pr36,AVLP_pr36,pulse
720575940627363868,2,LC17,,,
720575940627366675,5,DNg72,,,
720575940627367699,1,CB3805,,,
720575940627368079,3,AN_multi_128,,,
720575940627368250,8,CB1182,aSP9,,
720575940627368254,2,LPLC2,,,
720575940627368723,3,DNde005,VES028,,
720575940627369810,2,AVLP471,,,
720575940627370110,2,WED015,,,
720575940627370362,8,CB1466,,,
720575940627371322,1,JO-D,,,
720575940627371834,5,CB3699,,,
720575940627372090,5,AN_multi_32,,,
720575940627372165,3,AN_GNG_175,,,
720575940627372184,7,JO-F,,,
720575940627373086,2,LC12,,,
720575940627373161,1,CB1145,,,
720575940627373913,1,LPT29,,,
720575940627374598,1,ATL014,,,
720575940627375612,1,CB2912,,,
720575940627377285,3,AN_GNG_IPS_11,,,
720575940627378476,1,CB2023,WED_pr02,,
720575940627378950,6,AN_AVLP_29,,,
720575940627379333,3,JO-EV,,,
720575940627380798,2,LC12,,,
720575940627382405,3,AN_GNG_182,,,
720575940627383569,8,SLP131,,,
720575940627383685,5,CB0248,,,
720575940627384851,3,IB068,,,
720575940627388047,8,VES022,aDT5,,
720575940627388401,5,CB3573,,,
720575940627389895,2,SMP106a,"SMP106, aSP25",,
720575940627391473,6,CB3366,,,
720575940627392079,1,CB1292,,,
720575940627394376,5,LB3,,,
720575940627394837,8,AVLP037,AVLP038,,
720575940627395407,4,CB2769,,,
720575940627396943,7,BM_InOm,,,
720575940627397263,5,,,,
720575940627398745,12,aMe5,,,
720575940627398855,7,AN_GNG_126,,,
720575940627398984,8,PLP019,,,
720575940627402058,3,CB1091,,,
720575940627402568,5,LB2,,,
720575940627403578,5,DNge057,,,
720575940627403719,3,AN_GNG_190,,,
720575940627404035,1,CB0989,,,
720575940627404090,3,AN_GNG_SAD_32,,,
720575940627404154,1,SA_DMT_ADMN_2,,,
720575940627404858,5,CB3674,,,
720575940627405058,2,AVLP078,,,
720575940627406635,1,CB1202,,,
720575940627410042,4,AN_AVLP_45,,,
720575940627410451,5,CB0858,,,
720575940627410770,2,SMP596,,,
720575940627410944,1,CB1078,"B1-2, aPN1",B1,pulse
720575940627414887,3,DNg02_b,,,
720575940627415827,7,AN_GNG_138,,,
720575940627416263,8,CB2188,,,
720575940627417064,3,AN_multi_85,,,
720575940627417619,3,DNg12_c,,,
720575940627418387,5,CB0618,,,
720575940627419676,3,DNge034,,,
720575940627419910,2,LC22,,,
720575940627419962,5,CB0727,,,
720575940627420668,1,SAD014,,,
720575940627423740,1,CB3275,,,
720575940627423881,2,LC17,,,
720575940627424299,2,PLP190,,,
720575940627426835,3,CB0060,,,
720575940627427015,8,LPLC1,,,
720575940627427859,3,CB0647,hb-1914171250,,
720575940627429907,5,CB0618,,,
720575940627430376,3,VES039,,,
720575940627432680,3,DNa04,"PS015, aSP3",,
720575940627436391,8,CB1487,,,
720575940627436554,1,CB3696,,,
720575940627438076,8,AVLP201,,,
720575940627438906,5,LB2,,,
720575940627439592,1,WED104,,,
720575940627440134,6,CB2829,AVLP549,,
720575940627442197,1,JO-A,,,
720575940627443996,5,CB0907,,,
720575940627444234,7,CB3126,,,
720575940627444490,5,CB0011,,,
720575940627444721,2,CB2285,,,
720575940627444746,5,BM_Hau,,,
720575940627446415,2,LHAV2b9,,,
720575940627447068,3,VES054,,,
720575940627447272,2,,,,
720575940627447427,8,CL008,,,
720575940627447939,6,OA-ASM2,,,
720575940627448860,1,CB1138,,,
720575940627450372,2,AVLP069,,,
720575940627450567,2,CB3089,,,
720575940627452263,6,AVLP194,,,
720575940627453778,1,JO-B,,,
720575940627454569,5,,,,
720575940627454730,1,GF,,,
720575940627455621,1,CB3588,B1-5,B1,pulse
720575940627455912,3,CB1845,,,
720575940627457113,3,cLP03,,,
720575940627458570,3,cLP03,,,
720575940627461380,7,BM_InOm,,,
720575940627464979,8,AVLP136,,,
720575940627465032,3,CB2266,,,
720575940627465478,6,CB0148,,,
720575940627465859,2,PLP182,,,
720575940627467087,1,CB0979,,,
720575940627467779,7,BM_dOcci,,,
720575940627469041,8,CB0056,,,
720575940627469394,7,CB0591,,,
720575940627470535,2,CL151,,,
720575940627474626,8,PS208b,PS208,,
720575940627475399,2,CB1088,,,
720575940627475722,2,LC18,,,
720575940627478171,5,CB1224,,,
720575940627478812,8,CB2049,,,
720575940627479290,6,CB0955,,,
720575940627479580,4,CB3042,,,
720575940627479810,8,AVLP107,,,
720575940627480092,2,LT78,,,
720575940627480442,3,,,,
720575940627482114,3,DNd03,,,
720575940627484181,8,CB0128,,,
720575940627484495,4,CB1575,,,
720575940627486225,3,CB0319,,,
720575940627488252,3,AN_GNG_SAD_22,,,
720575940627488455,7,BM_Ant,,,
720575940627488540,2,LT74,,,
720575940627489068,8,CB1716,,,
720575940627490052,7,BM_InOm,,,
720575940627490065,3,AN_SMP_1,,,
720575940627490459,1,DNge130,,,
720575940627490663,5,LB3,,,
720575940627492866,5,CB3502,,,
720575940627493148,3,PS124,,,
720575940627493638,5,AN_GNG_SAD_30,,,
720575940627496829,3,DNp37,"vpoDN, pMN2, pMN2/vpoDN",,
720575940627497244,8,Li33,mALC2,,
720575940627497384,2,PVLP007,,,
720575940627498152,8,CB1667,,,
720575940627500279,3,DNg12_e,,,
720575940627502342,2,LC21,,,
720575940627507185,2,CB2049,,,
720575940627512619,8,LCe01a,LC24,,
720575940627513210,5,SA_VTV_9,,,
720575940627514562,1,WED002d,WED002,,
720575940627514567,3,VES063a,VES063,,
720575940627514627,5,CB1397,,,
720575940627515816,6,AVLP475a,AVLP475,,
720575940627517186,8,CL282,,,
720575940627518151,8,AVLP300_a,,,
720575940627519107,1,LC4,,,
720575940627519875,1,PLP164,,,
720575940627521223,8,CB2547,,,
720575940627523584,7,JO-FDA,,,
720575940627534723,2,PVLP004,PVLP005,,
720575940627535110,1,CB1680,,,
720575940627535742,1,CB2380,,,
720575940627537753,3,CB0083,,,
720575940627538370,8,AN_AVLP_GNG_12,,,
720575940627538434,1,DNg79,,,
720575940627538690,7,AN_GNG_153,,,
720575940627541954,3,AN_GNG_52,,,
720575940627542316,3,DNpe011,PS227,,
720575940627542769,1,JO-E,,,
720575940627543370,8,SMP418,,,
720575940627544451,3,AN_GNG_187,,,
720575940627545858,8,LC24,,,
720575940627546217,2,LC12,,,
720575940627546750,6,AN_AVLP_45,,,
720575940627548419,1,CB2792,,,
720575940627552125,3,OCG01f,OCG01,,
720575940627553923,8,LPLC2,,,
720575940627554203,7,BM_InOm,,,
720575940627555197,2,LPLC1,,,
720575940627555590,7,CB1729,,,
720575940627556868,5,CB0665,hb-916158794,,
720575940627557826,1,CB1827,,,
720575940627558082,7,AN_GNG_127,,,
720575940627558188,8,LC17,,,
720575940627558421,2,CL029a,CL029,,
720575940627558787,8,CL089_b,,,
720575940627560386,7,AN_AVLP_GNG_23,,,
720575940627562472,7,BM_MaPa,,,
720575940627564135,8,LC13,,,
720575940627565059,1,CB2415,,,
720575940627569920,8,CB1395,,,
720575940627570600,1,AOTU053,,,
720575940627572200,7,BM_InOm,,,
720575940627572349,2,SMP271,,,
720575940627572602,7,AN_GNG_196,,,
720575940627574921,3,CB1786,,,
720575940627575495,3,SA_DMT_DMetaN_9,,,
720575940627575596,7,SA_VTV_6,,,
720575940627577073,2,PVLP092,,,
720575940627578055,3,LAL120b,LAL120,,
720575940627578156,5,LB1a,,,
720575940627578306,1,AN_IPS_GNG_6,,,
720575940627578385,7,mALB3,,,
720575940627578615,2,AVLP096,AVLP256,,
720575940627580136,3,JO-FDL,,,
720575940627580460,1,WED002d,WED002,,
720575940627580702,3,SLP457,,,
720575940627581127,1,CB1786,,,
720575940627581484,3,PS038b,PS038,,
720575940627582724,5,DNp44,,,
720575940627584664,2,SLP189,,,
720575940627585688,1,JO-EVM,,,
720575940627585730,1,SA_DMT_DMetaN_12,,,
720575940627585874,1,CB1231,,,
720575940627585918,8,CB3287,AVLP_pr22,,
720575940627586170,3,PS026,,,
720575940627587334,2,CB1876,,,
720575940627588090,2,CL266a,CL266,,
720575940627588218,5,SA_VTV_2,,,
720575940627589126,8,CB2258,aIPgb,,
720575940627590266,1,CB2710,WEDPN8C,,
720575940627591273,2,LC17,,,
720575940627592977,2,LHAV4c1,pSP9,,
720575940627594540,5,SA_MDA_2,,,
720575940627595772,3,DNge020,,,
720575940627597128,3,LAL021,,,
720575940627600719,8,aSP-g2,aSP27,,
720575940627604486,6,CB3545,,,
720575940627604674,5,SLP295a,SLP295,,
720575940627604977,8,AVLP537,AVLP_pr04,,
720575940627606394,3,AN_GNG_172,,,
720575940627607192,5,aSP-g3B,,,
720575940627607451,2,PLP180,,,
720575940627607812,8,AVLP153,,,
720575940627608169,2,,,,
720575940627608216,1,WED024,,,
720575940627608472,2,AVLP220,,,
720575940627611142,2,CB3690,,,
720575940627613801,2,CB2193,,,
720575940627614199,1,,,,
720575940627616911,6,AVLP159,,,
720575940627617944,3,PS099b,PS099,,
720575940627618191,2,CB1738,,,
720575940627620593,1,DNpe019,PS296,,
720575940627620881,1,CB3188,,,
720575940627621628,3,AN_GNG_WED_3,,,
720575940627623467,8,LC18,,,
720575940627629598,7,DNge142,,,
720575940627631178,1,WED152,,,
720575940627631360,4,AN_AVLP_45,,,
720575940627632428,1,WEDPN1A,IPS_pr01,IPS_pr01,intermediate
720575940627637521,3,AN_multi_57,,,
720575940627637607,1,CB2431,,,
720575940627638037,2,SLP057,,,
720575940627639528,3,CB0564,,,
720575940627640817,1,AN_IPS_WED_2,,,
720575940627641752,2,LC25,,,
720575940627642818,1,CB2114,AVLP_pr01,AVLP_pr01,sine
720575940627643691,2,LC11,,,
720575940627645263,1,CB2912,,,
720575940627645514,1,DNp03,,,
720575940627646026,1,CB1538,,,
720575940627648361,2,,,,
720575940627649641,1,CB1268,,,
720575940627649673,2,CB3654,,,
720575940627649897,2,CB3386,,,
720575940627652358,8,DNp09,,,
720575940627657734,2,CB0158,,,
720575940627659268,8,CB2995,,,
720575940627659797,8,AVLP492,,,
720575940627660135,3,WED160,WED183,,
720575940627660905,6,CB1875,,AVLP_pr22,sine
720575940627662279,8,CB3693,,,
720575940627663100,7,AN_GNG_27,,,
720575940627664661,2,AVLP190,AVLP191,,
720575940627665545,8,AVLP152,,,
720575940627667450,3,CL210,,,
720575940627667530,5,CB0684,hb-451722668,,
720575940627668423,5,CB2567,,,
720575940627669322,4,CB2202,,,
720575940627670032,8,CL313,pC2la,,
720575940627674630,7,BM_InOm,,,
720575940627675408,2,LC18,,,
720575940627675497,8,LC6,,,
720575940627675648,3,,,,
720575940627680923,6,CB1744,,,
720575940627681406,8,CB3405,,,
720575940627682409,8,LC29,,,
720575940627683588,3,CL339,,,
720575940627684477,8,LC21,,,
720575940627684614,3,AN_GNG_182,,,
720575940627684713,8,CL165,,,
720575940627685509,2,LC12,,,
720575940627685765,2,LPLC2,,,
720575940627685864,7,BM_InOm,,,
720575940627691458,3,DNg82,,,
720575940627692318,8,AVLP489,,,
720575940627695559,1,PLP010,,,
720575940627697231,1,WED145,,,
720575940627697664,5,AN_GNG_162,,,
720575940627698569,2,CL070b,CL070,,
720575940627699337,8,PS175,,,
720575940627699599,5,AN_multi_119,,,
720575940627700554,5,aSP-g3B,,,
720575940627701548,1,AN_GNG_IPS_14,,,
720575940627702288,5,CB0483,,,
720575940627702344,5,CB1040,,,
720575940627702547,3,OCG01f,OCG01,,
720575940627704189,2,LTe31,hb-5813133355,,
720575940627704263,1,WED102,WED103,,
720575940627704375,3,JO-FVA,,,
720575940627704392,5,CB0370,,,
720575940627704828,7,BM_InOm,,,
720575940627709287,2,LC12,,,
720575940627709801,2,AVLP006a,"AVLP006, AVLP_pr01",AVLP_pr01,sine
720575940627709956,2,CB0101,,,
720575940627710212,2,PVLP008,,,
720575940627710470,4,AVLP309b,AVLP309,,
720575940627713040,5,CB3292,,,
720575940627713284,8,PPM1203,pMP20,,
720575940627714310,1,JO-B,,,
720575940627714665,7,BM_InOm,,,
720575940627715721,2,LC39,,,
720575940627715870,3,PS065,,,
720575940627716081,1,CB1339,,,
720575940627716168,1,CB0073,,,
720575940627717246,8,LAL026,,,
720575940627717314,3,CB1426,,,
720575940627718394,2,AVLP008,aSP8_vpoIN,,
720575940627718444,7,AN_GNG_196,,,
720575940627719294,8,CB1783,AVLP_pr36,AVLP_pr36,pulse
720575940627720335,1,ALIN3,,,
720575940627720464,2,CB2495,,,
720575940627721154,1,CB3006,aIP2,,
720575940627721990,1,CB2414,,,
720575940627722234,1,DNge113,,,
720575940627723207,2,AVLP298,,,
720575940627723657,5,CB0018,,,
720575940627725401,1,LMa5,CB3818,,
720575940627726441,1,PLP241,,,
720575940627726695,6,CB3031,,,
720575940627727848,2,AVLP300_a,,,
720575940627728149,1,CB0073,,,
720575940627731176,3,DNg05_a,,,
720575940627731206,8,AVLP446,,,
720575940627731337,3,CL215,,,
720575940627731599,3,DNbe004,PS066,,
720575940627732361,1,DNp26,,,
720575940627732423,3,DNg45,,,
720575940627732935,2,AVLP201,,,
720575940627734293,3,AN_GNG_VES_4,,,
720575940627735422,2,CB2370,,,
720575940627735537,1,,,,
720575940627737900,1,SAD007,,,
720575940627739023,5,CB0923,,,
720575940627740432,2,LC6,,,
720575940627743577,2,CB2674,,,
720575940627744143,3,AN_GNG_164,,,
